	SP1	GMEB1	ETV3	YY1	ETS1	ZBTB33	NRF1	USF2	STAT1::STAT2	ATF1	IRF1	ZFX	HSF1	ELF1	RUNX2	BACH1::MAFK	ZNF143	SREBF1	MAFF	FOS::JUN	RUNX1	FOXP1	GABPA	GATA3	KLF5	SREBF2	NFKB1	SRF	NR3C1	MTF1	EWSR1::FLI1	BCL6	RXRA	STAT6	ZEB1	JUN	NFATC2	GFI1	RFX1	SP4	POU2F2	USF1	ZNF354C	REST	CTCF	THAP1	ZBTB7B	ARID5A	TBP	FOXK1	AHR::ARNT	BSX	CEBPZ	CREB3	DBX2	DMRT3	EBF1	EPAS1	FOXO4	FUBP1	GSX1	HLTF	HMBOX1	HMGA1	HMX2	HOXA2	HOXA3	HOXD10	HOXD9	IKZF1	IRF3	IRF6	LHX9	MAFK	MEOX2	MITF	MYC	NFIX	NFYB	NKX2-5	NR1I2	OSR2	OVOL1	PLAG1	POU2F1	PPARA	RHOXF1	SOX10	SOX13	SOX15	SPIB	TBX19	TBX2
9:81864140-81864165	3.198142041e-14	0.0001574315369	4.435209964e-06	2.230296219e-19	4.949700514e-06	3.315279469e-12	4.797760563e-16	1.941925808e-16	1.871506173e-12	1.296079474e-09	4.696009872e-14	6.813531766e-12	2.34006912e-18	1.451418565e-12	6.453013418e-10	4.488984896e-12	9.461206687e-20	9.015771239e-10	3.817542969e-15	0.0001896844142	0.0002953546455	3.159817629e-10	1.922004312e-12	1.294746042e-12	3.938870011e-09	2.075578097e-09	2.753678194e-19	3.163714881e-21	1.602034291e-21	8.939773411e-14	8.020518348e-24	1.24444143e-10	3.432818655e-24	1.189026141e-09	6.424929597e-10	6.29475497e-18	0.0002846102985	7.668891501e-06	8.139749191e-09	7.759087672e-15	9.795625572e-16	8.412544115e-16	0.002569241342	5.243905202e-16	1.287178721e-11	9.718401984e-05	4.806323194e-10	3.895805317e-08	8.060408449e-09	4.407395757e-10	0.001719134437	9.752792321e-07	8.176443718e-08	4.83267686e-14	4.026218752e-08	6.257105615e-09	5.260467499e-06	3.546399961e-05	0.002036320517	3.413246855e-05	3.181542371e-05	0.00579714221	7.818800835e-07	0.0001509822041	4.000838576e-10	7.027172607e-07	0.006652609345	2.225915948e-09	0.0001288100732	0.0004148857937	3.840043075e-09	4.724317071e-08	3.371063222e-06	3.088201186e-17	1.111884484e-06	2.679289416e-06	4.825630114e-13	5.148161871e-06	2.334308193e-14	0.002304475928	9.463839912e-07	1.586705225e-07	0.003514115856	1.115303518e-09	4.633816328e-09	1.264143044e-10	5.708400291e-08	0.001650032588	7.608890523e-09	0.0005403864734	0.1719321207	2.417773407e-14	0.000646748156
9:81864208-81864224	7.796753962e-19	0	4.866820681e-09	3.920195614e-18	3.060697398e-12	5.84457358e-20	5.366478031e-19	1.302097321e-13	1.244233146e-18	4.838314512e-07	0	8.73175364e-15	3.479899302e-20	9.068229958e-23	2.031783061e-10	3.162951243e-17	2.196184772e-30	2.061478893e-06	0	0.0001079631282	1.713533304e-09	1.659221144e-14	1.122812396e-13	5.032300353e-12	3.287579685e-15	9.890070649e-06	3.845210736e-22	1.224283583e-25	0	8.285662967e-15	0	8.178194878e-13	4.130721954e-22	1.134275802e-14	4.261853209e-17	1.210592793e-14	2.720614436e-05	0.0001458572024	3.285942941e-14	0	9.050627138e-18	6.981800077e-11	6.871031937e-05	0	0	4.572645403e-05	6.529301414e-19	7.073449754e-07	2.673767057e-09	0	7.353868653e-07	9.056296739e-10	4.67043045e-09	4.196646399e-12	5.040746627e-10	1.872157497e-09	9.779316443e-20	3.933583728e-08	3.462977956e-10	5.832648814e-06	0.0002453552319	8.439264319e-06	1.723961444e-06	3.717645479e-06	0	4.430569951e-06	0.000370320151	0	7.911842605e-08	0.002254390355	0	0	1.087695193e-07	1.468671447e-13	1.578427124e-06	3.976208684e-06	1.73970819e-17	2.291093752e-05	3.337319556e-21	5.562169843e-05	0	2.091382131e-15	0.003523424366	8.358857728e-13	3.579108698e-10	3.681090813e-10	0.09996311859	0.0004265225951	1.475877746e-09	0.001159420622	1.401962398e-05	0	3.204239978e-07
9:81864334-81864350	5.956721168e-15	0	6.101855798e-10	1.986335243e-14	3.464109008e-10	1.50135936e-15	5.25069462e-15	1.059976293e-20	2.810790707e-09	3.605948277e-09	0	5.685874131e-18	1.926883857e-12	2.751872629e-16	4.59938147e-15	3.431211156e-15	3.969781184e-32	9.388749503e-10	0	5.362487901e-05	3.694597601e-10	9.092145683e-10	1.28057844e-09	7.501294616e-17	3.819246008e-11	7.768410405e-09	2.389789522e-23	3.788065281e-28	0	5.620751385e-17	0	1.93717825e-21	1.77594878e-30	5.758179677e-25	2.434725767e-21	3.76889339e-14	0.0030136791	4.850998407e-06	9.186772669e-24	0	1.275717456e-18	6.697991172e-19	0.0002906793176	0	0	1.934768862e-05	5.984371476e-17	2.04805698e-09	7.105850357e-09	0	1.671843157e-05	3.257928284e-11	1.29528355e-09	4.769249343e-13	3.262311437e-09	7.708464934e-08	7.604452307e-21	1.035532004e-06	7.864471005e-09	1.098878427e-05	3.476645851e-06	0.0002076925819	1.110030016e-07	4.984462071e-05	0	9.956243573e-08	0.0007104645833	0	1.160191006e-08	1.364452355e-07	0	0	6.786139447e-08	2.197785861e-16	1.759205679e-07	3.812710562e-07	1.482774185e-16	0.008237310376	1.473522508e-21	0.0006464114027	0	1.742095718e-16	5.527966945e-05	2.059284034e-13	1.050988326e-10	2.401541234e-10	0.002280096075	0.0009760859424	8.220038012e-11	0.001303780259	2.862365564e-05	0	8.293252753e-11
9:114770314-114770330	5.906142747e-19	0	1.17226459e-11	3.550002012e-18	8.372394091e-12	1.64631272e-14	2.00941961e-13	1.006456191e-14	6.433121554e-16	6.204159889e-10	0	2.84721849e-11	4.398355688e-19	1.825308693e-18	4.328010678e-14	1.182868313e-13	1.125510275e-27	1.465053682e-10	0	0.0009331662006	7.301491016e-06	7.412973562e-14	1.63172735e-12	1.433945992e-17	6.016277384e-15	4.984402545e-10	6.654858703e-26	4.317974495e-28	0	7.662058404e-08	0	7.975367337e-12	5.109375256e-20	3.706830778e-19	1.817014785e-20	9.852846153e-18	0.0003170248755	3.848543636e-07	2.039224211e-10	0	8.316832362e-15	4.935046148e-16	0.0003665168575	0	0	2.325639475e-06	5.096479497e-17	3.138434684e-09	2.106816934e-09	0	3.713653506e-05	2.1407953e-11	1.612150079e-08	1.659490189e-13	1.20966156e-09	1.878492232e-09	7.580146792e-19	6.256647021e-06	6.778643782e-09	6.577838069e-08	1.259471644e-05	0.00291105143	3.225225648e-09	0.0002427157804	0	6.170081307e-08	0.005312770105	0	8.111879927e-06	9.485409779e-05	0	0	1.792828021e-09	8.990661041e-28	1.524632044e-06	4.431727042e-06	5.028064333e-14	0.2328928008	1.078703972e-15	2.028971314e-05	0	2.113194942e-13	0.0002590402412	7.021071145e-09	6.335735879e-12	9.400813622e-08	0.0389992238	0.1038115842	4.911073959e-06	0.01555827676	3.136801479e-07	0	1.244115012e-05
9:114770411-114770441	5.699465451e-17	4.22532961e-06	7.812749385e-11	4.926425346e-15	2.719795258e-13	7.141615738e-15	5.495757202e-19	7.160540401e-11	5.199714988e-12	8.89559256e-08	3.301291089e-14	4.766315914e-09	6.240140428e-14	2.695002878e-19	1.53466334e-10	4.169937302e-10	4.523096031e-22	5.625765034e-06	5.378955163e-11	0.0032386573	4.759249977e-07	4.423244445e-10	4.222925191e-14	1.253541672e-11	1.370433645e-13	1.308021073e-05	7.03660443e-26	3.36057021e-13	9.723033778e-21	1.858475139e-14	6.464164927e-20	4.667679379e-07	2.95485574e-21	4.639472394e-07	1.333277826e-11	1.018739048e-14	3.599125302e-05	0.0001790564485	2.895688188e-09	9.466654393e-16	6.965430587e-10	2.372837375e-10	0.000305284073	3.388898915e-19	2.100821588e-16	1.585368846e-05	1.308284124e-14	8.743901542e-06	4.620056834e-05	2.261483833e-10	3.947693097e-06	8.655231751e-06	4.045463935e-08	2.535667458e-10	5.163232689e-05	5.74943253e-08	4.804176215e-18	1.345337222e-05	2.195025961e-08	1.863928708e-06	0.002777352401	0.00342391813	0.0002679471429	0.002087918438	2.203280372e-08	0.0004393085707	0.003654154161	3.859238914e-06	3.343195215e-05	7.760912713e-07	1.006406264e-09	5.081590461e-09	4.317226232e-05	4.132399927e-09	0.0004242373309	4.754212021e-05	3.869835371e-15	6.488401937e-07	3.839894294e-14	0.04525846291	2.141796112e-07	1.796158888e-05	0.001808596087	4.426692814e-13	4.19555856e-06	3.338223082e-07	1.434247203e-07	0.0001522501961	1.564656062e-05	0.0002358910787	0.0002640560387	4.147440332e-18	6.848333865e-09
9:114770445-114770475	1.007936581e-16	0.0005929415983	1.12797703e-09	1.802916841e-13	1.954227318e-10	6.542159402e-10	4.075243015e-08	0.04148177858	1.446027576e-15	5.990273204e-08	9.141002583e-19	0.0002076785662	3.730844042e-17	1.000495301e-15	3.345447707e-10	6.330024665e-11	7.526514107e-19	4.087722185e-07	4.160497612e-11	0.000142851535	0.0005971075512	5.572820791e-12	6.21452744e-11	2.072433738e-16	3.371746821e-14	1.644246916e-07	7.042373532e-24	5.41309567e-20	1.588806504e-16	7.884780955e-10	8.52589794e-27	3.855468182e-12	2.560283859e-18	5.205270465e-18	1.506600456e-06	3.081337356e-11	5.203417708e-06	2.812330676e-06	4.788223169e-08	1.008382703e-15	3.316211783e-14	0.002681161314	0.004185287695	1.449013275e-17	5.773855443e-13	0.0001649050312	1.773066686e-12	2.840765084e-07	3.976305379e-06	7.37699126e-08	0.0002795871314	4.214511388e-10	5.2676075e-07	4.574371399e-08	1.245962277e-07	1.101871004e-06	2.147230542e-08	0.01310093513	4.524093236e-06	4.447998523e-07	2.851918129e-05	0.3193496591	7.246711123e-07	2.686057165e-05	3.448991004e-11	5.010751168e-06	0.01023396294	1.217763157e-07	5.977156967e-08	2.807865812e-05	4.980105007e-09	1.95145805e-08	1.917380204e-05	3.923582194e-11	1.466158243e-05	0.0118405321	0.02740451033	0.001091381048	6.831224305e-15	0.002388421144	2.455747881e-06	1.242427752e-07	0.0007435181951	3.924943961e-05	8.954261257e-07	8.556857114e-06	1.208205488e-07	0.0002490390156	1.263748837e-07	0.0004246955469	7.930871803e-06	1.653704081e-15	8.7616763e-07
9:114770480-114770510	6.026372665e-12	0.003282010982	2.387258234e-07	6.744869358e-16	1.139010279e-08	3.163850067e-12	4.991499185e-16	2.264291913e-15	1.556858871e-13	4.03301826e-06	1.367964864e-17	1.084381886e-11	1.597635797e-17	4.436471147e-16	0.003300167885	3.195062118e-12	1.423579991e-13	5.126070891e-06	1.949392102e-13	0.000178503197	0.005883073415	7.918771647e-12	6.649181879e-10	7.096022529e-17	4.089026483e-09	2.601047255e-06	1.879872855e-25	3.895107767e-16	7.191052301e-22	6.368398679e-12	1.872567406e-20	1.013451403e-11	1.204347013e-20	9.9048369e-07	2.624148999e-12	1.630092035e-14	9.443663925e-05	1.021282089e-05	9.717829868e-10	6.366048452e-14	2.347133682e-18	8.580372102e-14	0.06066535173	8.400839268e-18	1.541538285e-12	9.80232011e-05	3.344773722e-07	3.681572391e-07	2.769901837e-08	3.838045861e-10	5.265789658e-05	0.0005068664532	5.870592693e-07	1.818638842e-11	0.0008905437491	5.949137078e-09	1.414784854e-13	0.0007493842649	2.657684078e-09	7.631716598e-05	0.01685857334	0.001501461925	1.205288222e-05	3.518524419e-05	5.126258374e-08	0.0001510023313	0.08763734778	5.07607558e-06	2.77605282e-05	0.0001478223046	1.983160127e-09	1.952471312e-05	3.206381194e-06	4.754780503e-17	3.856754278e-05	2.905301944e-06	4.393728567e-13	5.564777263e-07	9.272510821e-11	0.001176931554	4.073850267e-07	5.720712598e-07	0.0003372482402	2.88444127e-08	4.269131352e-08	6.938895396e-08	7.864945372e-12	0.003789873367	1.630617201e-06	0.0006751072667	9.778664194e-05	1.947453998e-12	2.460263664e-07
9:114770537-114770563	3.432133361e-16	0.001693769337	0.002587583605	2.924579128e-16	0.01229125291	6.974207356e-13	3.629822955e-16	1.750376251e-16	5.631102041e-07	1.488062175e-07	9.870957607e-08	1.750245582e-12	9.361979817e-18	3.794781233e-06	6.305976742e-10	1.221171964e-08	7.674464278e-19	5.801172364e-07	4.525525208e-08	0.0001195754835	6.688162351e-05	1.389304886e-07	0.0004061710208	1.469252275e-12	1.149586723e-16	1.884007813e-06	1.694291814e-23	1.485866596e-21	1.628168475e-16	1.41064105e-15	5.487190076e-26	6.049281333e-08	2.637710982e-16	3.626006065e-17	8.626441617e-14	7.211039009e-16	0.0002909950599	0.01903716442	1.448730392e-12	4.299766608e-24	1.029610147e-11	3.886935184e-16	0.0004479677154	2.454646193e-19	6.911064043e-16	4.408909298e-05	1.812685823e-12	1.410394344e-07	2.124653265e-08	1.466746641e-08	8.481143503e-05	1.005394573e-08	1.983750867e-06	1.054413848e-11	1.454857557e-06	7.276609878e-12	4.551967905e-17	2.402800447e-05	1.729174748e-08	0.001805013394	6.997197588e-05	0.006489858964	4.489311187e-06	0.0001155780623	4.421850229e-07	9.966692833e-06	0.001750351594	3.438716154e-07	1.211210013e-05	1.653066915e-05	1.586748503e-05	2.03311565e-07	8.107604197e-07	1.399453965e-12	0.0001051015821	1.997177877e-05	4.821697205e-17	8.507068991e-07	5.561469458e-14	0.001319579483	1.145739793e-06	8.886367092e-08	0.0006653765672	2.847733966e-12	4.602504024e-08	3.352080317e-06	4.495436614e-08	0.00269536521	3.243947599e-07	0.003878628931	0.0716112198	4.427829259e-20	6.339733353e-09
9:114770564-114770577	5.9614176e-20	0	1.813320204e-11	3.838541829e-22	8.469486319e-11	0	1.10559052e-20	2.921443909e-19	0	1.129647943e-11	0	0	7.345015086e-20	2.585569494e-21	2.241355818e-15	0	0	9.084393412e-10	0	4.034224021e-05	6.945045443e-12	0	1.065768412e-13	4.655720051e-17	1.388277897e-21	2.754234702e-08	1.470472249e-32	0	0	0	0	0	0	0	1.041798431e-11	1.532273693e-29	1.038012305e-06	2.827940162e-07	0	0	8.266944672e-28	3.122640381e-21	7.886034028e-05	0	0	1.157777486e-05	5.258850197e-18	0	0	0	7.056355485e-06	2.013934055e-13	3.663228911e-09	0	0	1.413473227e-15	0	2.134140823e-08	3.168966303e-09	4.086859435e-11	1.475657633e-08	6.533326959e-06	3.78815035e-10	4.914363346e-06	0	7.868604934e-08	0.0005474061612	0	5.26869148e-09	2.66262444e-07	0	0	4.965712947e-09	0	7.247165302e-08	2.000679072e-09	1.467000561e-18	2.620797421e-08	0	8.041359331e-05	0	0	0.0008535890647	0	1.944146429e-13	1.16318843e-12	1.155178833e-12	0.003394776667	0	0.0003030462858	0.0005141535829	0	2.754041109e-13
9:114770579-114770606	5.461416723e-17	9.299562727e-07	3.57492769e-09	1.542385029e-16	1.414917706e-11	2.13005664e-12	1.488479205e-14	1.937050033e-10	2.299804188e-11	2.482929302e-10	2.661954054e-16	2.760008827e-14	1.961703706e-18	1.220069103e-16	3.631020902e-11	2.539664022e-14	5.848488875e-20	9.633376332e-08	1.146562676e-08	0.001779862666	1.858069127e-07	1.418229121e-10	7.082485566e-15	2.108207786e-11	8.07271168e-11	5.044132026e-08	2.454302269e-26	5.24102975e-21	1.037255158e-21	8.332876653e-12	3.223249872e-27	1.910088786e-09	3.734853327e-18	2.801491569e-11	3.321928413e-07	6.067377033e-19	2.337971094e-05	6.828209508e-05	2.023175671e-17	1.677928721e-27	6.917135701e-15	5.066276078e-09	0.003200769913	1.495973455e-20	5.118625933e-12	5.765233095e-06	4.976462153e-14	1.260322151e-07	1.116276045e-07	6.057050095e-11	0.0008999946366	1.44203229e-07	1.713056963e-07	1.741357858e-13	0.0002174114937	1.564011357e-09	1.871594843e-12	0.0001805453735	9.348593575e-09	5.913837335e-07	0.0001478154257	0.005002992876	5.264709602e-05	0.000560572252	6.281081877e-08	1.993479861e-06	0.002097869245	1.098089449e-07	7.299807195e-06	0.000601903449	8.492712561e-10	2.239784011e-07	2.063114828e-06	3.475160413e-12	6.000972835e-05	1.550093997e-06	4.505029279e-16	2.378029675e-06	9.001951462e-09	0.007711654822	5.803451311e-07	3.353333594e-08	0.003507008568	1.117983887e-10	7.493820937e-09	1.49461501e-08	9.491184315e-07	0.002170843069	9.832143471e-06	0.001847499993	1.020000114e-05	9.245320176e-13	4.269702489e-07
9:114770691-114770706	7.128429057e-12	0	4.095255567e-11	2.043044516e-19	4.38698231e-10	4.207165517e-14	6.329348418e-17	1.548238354e-13	8.870419521e-21	9.163051918e-10	0	1.374156167e-11	1.508498828e-15	8.044071409e-22	1.847002992e-11	1.82786651e-15	0	0.0006227099188	0	7.353827821e-06	6.089386452e-12	6.419768654e-13	1.180878869e-10	6.063731436e-16	4.582207778e-10	0.002160606857	1.075406448e-17	0	0	9.205678629e-13	0	6.965896574e-16	2.854590059e-25	1.734670121e-22	7.9468999e-12	1.761469525e-15	0.0002256541362	1.021606213e-05	1.566149903e-25	0	2.965111229e-16	7.077483325e-11	0.006676065048	0	0	2.752940173e-05	1.67610641e-12	8.914789393e-10	7.813509208e-10	0	3.699142004e-06	1.896172196e-08	1.489778153e-08	1.159901248e-12	0	1.097987003e-12	1.712450116e-22	7.130919624e-06	5.97282408e-09	2.114915095e-08	0.0002193826304	0.0003581370285	3.605030687e-08	1.16015664e-05	0	0.0002472811072	0.0004547023394	0	8.143414686e-08	0.02461582184	0	0	2.000212091e-05	9.911501038e-30	0.000557256005	2.435833103e-06	5.934033418e-17	3.248486014e-06	6.119314279e-23	5.779476092e-05	0	0	0.0006068341978	1.27583012e-13	1.801189767e-14	1.771461484e-08	1.626728776e-07	3.72929896e-05	0	4.726498841e-05	0.0002207118577	0	1.381808502e-07
9:114775314-114775333	5.185029703e-18	1.12303803e-08	7.816075899e-08	9.266647417e-11	4.176309536e-11	7.809917381e-14	1.558413529e-14	2.312494152e-16	4.227044375e-17	4.582317126e-08	0	1.955149626e-08	2.007774113e-12	1.704549826e-18	1.621110048e-15	3.115463036e-13	8.096953059e-17	9.850388329e-07	7.829088764e-22	0.004465215932	2.037090977e-09	3.553283242e-15	2.148904964e-13	9.10581947e-12	5.85467058e-18	1.65030665e-05	2.529546836e-27	9.713676804e-21	1.526950922e-21	4.212273849e-16	2.107313292e-27	2.911018269e-15	5.804989195e-21	3.418028905e-21	1.832488254e-08	7.546287318e-15	4.181315751e-06	1.996260848e-05	1.383106004e-14	1.725114981e-27	4.74319152e-11	7.783589939e-13	1.474614886e-05	0	3.106645751e-17	3.984769118e-05	7.965943414e-19	1.140026604e-06	8.730058269e-09	4.611477037e-13	0.001410277145	1.080897071e-08	4.461045157e-09	2.491216375e-08	1.748749415e-06	3.014823886e-11	6.914769967e-20	2.235193971e-06	2.035227798e-09	3.966246149e-08	3.173834876e-05	0.0004393670024	1.850177696e-09	2.472181975e-05	4.599983293e-10	1.90994156e-05	0.00423607809	4.127354072e-09	2.89600652e-07	1.784291221e-05	1.777922407e-11	1.379553019e-08	1.074602648e-05	1.619508681e-13	0.0006226371992	6.681739632e-05	3.004169343e-13	8.661876064e-05	4.22821335e-17	0.0002135113141	7.502702748e-08	1.142983936e-11	0.0001689078555	3.590744527e-12	1.293904108e-09	1.081456705e-10	0.01850552224	0.0001882164408	1.513641781e-07	0.0003005974516	6.276183778e-06	0	1.361988004e-06
9:114775363-114775393	1.367806115e-17	1.461515554e-05	2.019371228e-09	6.742507425e-11	3.530331233e-10	7.90131511e-12	3.630994678e-19	3.193814252e-20	2.445034411e-14	9.033556291e-11	1.625919928e-17	1.952237456e-09	7.798663658e-12	7.995171013e-14	1.391925845e-09	3.196338683e-12	7.755410016e-08	1.594074723e-09	5.338148934e-11	5.413782061e-05	6.553104967e-05	4.009227951e-10	1.170981334e-12	5.518182605e-16	4.478679659e-15	5.60261833e-08	4.420095356e-20	4.578750516e-20	6.333298702e-16	8.384512085e-13	4.004595957e-27	1.249400114e-08	5.144572735e-22	6.97402766e-09	1.71455298e-16	1.837152849e-17	1.133932215e-05	0.004616068916	1.411551605e-11	8.418216117e-23	7.700793204e-14	1.534155008e-16	0.002641903515	1.448150225e-17	8.298551932e-14	0.0008537113639	4.574801502e-12	5.636659237e-06	3.06395138e-07	7.708707976e-10	0.0004226046542	1.83869505e-09	6.805614781e-07	8.869687516e-15	1.360643575e-06	9.926083113e-09	7.159370204e-13	3.521658538e-06	5.915821359e-09	8.434971242e-07	1.472642397e-05	0.001650156351	3.539263403e-08	0.002109316061	1.233608898e-09	3.549645805e-06	0.02154814012	8.532053823e-06	8.418272253e-07	1.314092344e-05	1.906122127e-10	6.785361068e-08	2.659369073e-08	7.736848782e-16	1.178898711e-05	2.548211784e-07	1.070101899e-16	0.002689302941	8.311373402e-17	0.0003167040391	0.000679718186	4.55762519e-08	0.0001658413396	1.100933979e-08	2.873497344e-09	8.640152056e-09	0.0495860571	0.01714017113	7.987942857e-08	0.003135366446	7.333879587e-05	2.716193417e-19	1.123935889e-08
9:114775445-114775475	8.221025257e-13	3.341829694e-05	1.081891562e-06	5.605709684e-10	1.30962472e-08	6.531185698e-13	2.18164664e-11	6.049423643e-12	5.577574595e-12	1.165980253e-08	6.122528759e-13	1.203752144e-05	4.625626711e-14	1.180620241e-12	1.179909361e-09	1.78371961e-11	1.640465916e-16	1.726290425e-07	4.161442339e-11	0.000396250052	2.799406189e-06	2.277134704e-10	1.094047481e-09	2.198939079e-16	1.183614269e-10	2.85463195e-07	4.19573466e-23	1.9289374e-22	2.92975807e-18	1.073965517e-13	8.318294474e-23	1.650409206e-13	8.213356418e-17	4.980969034e-15	6.333103675e-13	2.908629275e-15	0.0006209402506	1.600650639e-05	2.072030877e-09	6.042185144e-21	1.450672026e-11	1.625635013e-09	0.0002807359309	2.514632516e-20	4.634979128e-13	0.113066788	3.691107878e-14	1.206783497e-07	6.730115719e-08	5.535694422e-12	8.515555016e-05	7.112388844e-09	1.01246778e-05	6.190843141e-10	1.763606939e-08	1.169328899e-08	8.738002537e-14	1.229410607e-05	7.412098757e-07	1.37256749e-06	0.0005016456238	0.008620179081	1.756804988e-06	4.942961602e-05	2.744970847e-08	2.047571779e-05	0.01413578288	9.029581074e-09	9.775723818e-08	0.003862429841	2.974448463e-06	1.896320768e-07	1.343241499e-07	5.436834779e-08	1.329870274e-05	1.347007858e-05	5.200733533e-14	0.1165375319	9.307968836e-12	0.0001210277172	5.532583254e-06	1.992394607e-05	0.002072594703	1.741746303e-07	1.984196828e-09	4.00635289e-06	1.144338931e-07	0.004644541728	8.27000865e-08	0.005667472469	0.00030084754	4.447424612e-14	2.709003577e-08
9:114775526-114775537	4.183762367e-10	0	2.859049183e-14	0	9.42508261e-17	0	3.236882178e-18	2.92129501e-32	0	7.316263515e-13	0	0	0	0	3.704998621e-11	0	0	6.978532879e-11	0	1.261601652e-05	2.699662917e-11	0	1.525155109e-12	1.458606757e-21	9.69640919e-10	9.474278796e-09	0	0	0	0	0	0	0	0	2.135690869e-18	0	1.808644621e-05	5.268507169e-10	0	0	0	2.640260801e-29	7.096840185e-05	0	0	1.185854103e-06	0	0	0	0	1.891607381e-05	3.174677151e-13	3.236094679e-12	0	0	3.689432871e-13	0	0	1.729457722e-12	0	2.502005904e-11	6.912674845e-05	2.180148125e-14	4.636145348e-08	0	3.316221178e-12	9.157755946e-05	0	8.705868963e-12	0.0002837700874	0	0	4.919049547e-10	0	6.70662807e-08	1.621400158e-06	4.508789751e-19	6.380527287e-07	0	6.062263097e-06	0	0	0.0003063491098	0	0	0	5.552271981e-18	6.860915394e-05	0	0.0001827408191	6.237034104e-06	0	8.173574662e-11
9:114775562-114775592	1.035668315e-06	2.158050213e-06	1.436300627e-09	4.84371937e-12	2.889721099e-09	3.597362149e-09	4.151637932e-15	1.195311451e-16	5.110011114e-09	3.203531112e-10	2.332747401e-10	1.699359522e-06	1.244304658e-17	9.668162221e-13	3.681720722e-09	8.646629849e-11	1.996295864e-15	1.695070711e-07	5.844383814e-13	0.0003069260907	4.116193435e-06	2.541521962e-08	7.782798535e-08	7.414066526e-12	5.751065375e-05	1.459565074e-06	2.312062896e-22	3.203810955e-18	1.336738348e-20	4.919136403e-12	4.45308166e-15	3.878983876e-12	5.317814982e-21	6.436309118e-15	2.855056898e-09	2.765341878e-20	0.0001534431726	7.435633934e-05	9.001409507e-11	3.891277886e-17	1.262353212e-14	4.512976839e-18	0.001459740313	7.037043906e-19	2.097880934e-12	0.01468957197	2.552734013e-13	8.678536004e-08	1.595443099e-09	2.161064194e-09	2.84138868e-05	1.863155755e-08	5.985794181e-07	4.004039e-12	5.900588583e-08	1.47549929e-07	1.763845685e-11	1.305588098e-05	1.362945029e-07	0.0001178582621	4.703989233e-06	0.005146257955	1.822417872e-08	2.041302911e-05	1.192060718e-11	7.661362031e-09	0.01046030503	5.67329584e-09	9.761084275e-08	0.008800035956	5.322319997e-07	7.001700794e-07	3.282771741e-08	6.746556049e-17	3.606161233e-06	5.397449889e-06	2.43562862e-16	0.0008334503957	3.041586187e-15	0.0001244497225	1.29945761e-05	7.021247216e-09	0.000837071791	1.39034972e-09	9.821097967e-09	1.550307791e-07	2.165129386e-08	0.01400708386	8.79524398e-08	0.01208730763	4.013263563e-05	7.723322567e-16	2.985985785e-08
9:114775649-114775679	2.997336547e-09	3.497856991e-05	3.005810585e-07	7.086382972e-09	1.550577814e-06	2.571370576e-10	4.974991592e-15	2.0696536e-15	7.789370446e-10	0.000557066507	1.66804332e-09	9.316768549e-10	1.151834025e-15	1.927595092e-09	1.695453194e-10	1.049350878e-06	4.232078705e-21	3.024691676e-09	8.526195348e-13	5.68102852e-05	1.657702235e-06	6.192116888e-11	7.127483421e-08	5.032516035e-12	1.541627999e-09	1.356297403e-08	1.272786978e-23	6.635840515e-22	2.163739061e-11	5.200962e-15	1.213257615e-19	4.296004203e-13	1.16161981e-19	1.581345446e-17	1.135166377e-12	2.690326338e-14	0.0002259257612	2.02064915e-05	1.046720497e-12	1.421241386e-16	7.589894878e-13	4.316175458e-16	0.0002509897294	1.707488441e-18	3.570286166e-10	0.0003952186321	1.230081105e-12	4.178432778e-07	1.414984328e-08	4.089422621e-11	6.831643162e-05	2.657803832e-10	9.623015097e-07	6.319193698e-13	3.45567858e-07	1.835614051e-08	9.770007851e-15	0.0003977465148	4.09594235e-08	0.0006987223752	3.809646094e-05	0.01198651513	1.007571165e-05	0.0001271532266	9.190712246e-11	2.42471649e-06	0.005834825758	8.531324495e-08	2.195341441e-07	0.0005334099358	9.078935572e-05	6.854556933e-09	6.684359892e-08	5.919743827e-16	6.031942125e-06	2.462143041e-05	1.923815419e-11	2.016375967e-06	2.828182941e-14	0.004196472909	1.259729896e-06	8.202711475e-08	0.0007265878838	1.844384524e-09	4.43367569e-10	3.944900878e-06	2.201043573e-06	0.003007832339	5.70998395e-07	0.01402072607	0.001402139174	4.077462482e-16	1.729979762e-08
